video_id,paragraph,questions
uXt8qF2Zzfo,"So that's going like a zipper down that string of variables expanding each by using the chain rule until we got to the end.
So there are some expressions that provide those partial derivatives.
But now, if you'll forgive me, it was convenient to write them out that way.
That matched the intuition in my head.
But I'm just going to turn them around.
It's just a product.
I'm just going to turn them around.
So partial p2, partial w2, times partial of z, partial p2, times the partial of p with respect to z-- same thing.
And now, this one.
Keep me on track, because if there's a mutation here, it will be fatal.
Partial of p1-- partial of w1, partial of y, partial p1, partial of p2, partial of y, partial of z.",32:47 why did the y change to a partial y?
uXt8qF2Zzfo,"So we can test the other way like so.
And we can see that the desired output is pretty close to the actual output in that case too.
And it took 694 iterations to get that done.
Let's try it again.
To 823-- of course, this is all a consequence of just starting off with random weights.
By the way, if you started with all the weights being the same, what would happen? Nothing because it would always stay the same.
So you've got to put some randomization in in the beginning.
So it took a long time.
Maybe the problem is our rate constant is too small.
So let's crank up the rate counts a little bit and see what happens.
That was pretty fast.
Let's see if it was a consequence of random chance.
Run.
No, it's pretty fast there-- 57 iterations-- third try-- 67.
So it looks like at my initial rate constant was too small.
So if 0.5 was not as good as 5.0, why don't we crank it up to 50 and see what happens.
Oh, in this case, 124-- let's try it again.
Ah, in this case 117-- so it's actually gotten worse.
And not only has it gotten worse.
You'll see there's a little a bit of instability showing up as it courses along its way toward a solution.",at 41:00 .. Starting off with weights being the same would not necessarily mean they remain the same. it would if they were in same layer but here the neurons are not.. am i missing something?
uXt8qF2Zzfo,"So we got rid of it.
Now, we're a situation where we can actually take those partial derivatives, and see if it gives us a way of training the neural net so as to bring the actual output into alignment with what we desire.
So to deal with that, we're going to have to work with the world's simplest neural net.
Now, if we've got one neuron, it's not a net.
But if we've got two-word neurons, we've got a net.
And it turns out that's the world's simplest neuron.
So we're going to look at it-- not 60 million parameters, but just a few, actually, just two parameters.
So let's draw it out.
We've got input x.
That goes into a multiplier.
And it gets multiplied times w1.
And that goes into a sigmoid box like so.
We'll call this p1, by the way, product number one.
Out here comes y.
Y gets multiplied times another weight.
We'll call that w2.
The neck produces another product which we'll call p2.
And that goes into a sigmoid box.
And then that comes out as z.
And z is the number that we use to determine how well we're doing.
And our performance function p is going to be one half minus one half, because I like things are going in a direction, times the difference between the desired output and the actual output squared.","At 28:00 why did he divide by 2? Is it because of two neurons?
Does anyone know where the 1/2 comes from at 28:00?
what do we call this diagram at 27:55 ?"
uXt8qF2Zzfo,"Think about it.
If this is t, and this is minus 1, then this is minus t.
And so this thing ought to fire if everything's over-- if the sum is over 0.
So it makes sense.
And it gets rid of the threshold thing for us.
So now we can just think about weights.
But still, we've got that step function there.
And that's not good.
So what we're going to do is we're going to smooth that guy out.
So this is trick number two.
Instead of a step function, we're going to have this thing we lovingly call a sigmoid function, because it's kind of from an s-type shape.
And the function we're going to use is this one-- one, well, better make it a little bit different-- 1 over 1 plus e to the minus whatever the input is.
Let's call the input alpha.
Does that makes sense? Is alpha is 0, then it's 1 over 1 plus 1 plus one half.
If alpha is extremely big, then even the minus alpha is extremely small.
And it becomes one.
It goes up to an asymptotic value of one here.
On the other hand, if alpha is extremely negative, than the minus alpha is extremely positive.
And it goes to 0 asymptotically.
So we got the right look to that function.
It's a very convenient function.
Did God say that neurons ought to be-- that threshold ought to work like that? No, God didn't say so.
Who said so? The math says so.
It has the right shape and look and the math.
And it turns out to have the right math, as you'll see in a moment.
So let's see.
Where are we? We decided that what we'd like to do is take these partial derivatives.
We know that it was awkward to have those thresholds.
So we got rid of them.
And we noted that it was impossible to have the step function.","24:35 The input should be +1 surely?
why did he choose to smooth out the step function in 25:00?"
uXt8qF2Zzfo,"Why can't we use it? AUDIENCE: Local maxima.
PATRICK WINSTON: The remark is local maxima.
And that is certainly true.
But it's not our first obstacle.
Why doesn't gradient ascent work? AUDIENCE: So you're using a step function.
PATRICK WINSTON: Ah, there's something wrong with our function.
That's right.
It's non-linear, but rather, it's discontinuous.
So gradient ascent requires a continuous space, continuous surface.
So too bad our side.
It isn't.
So what to do? Well, nobody knew what to do for 25 years.
People were screwing around with training neural nets for 25 years before Paul Werbos sadly at Harvard in 1974 gave us the answer.
And now I want to tell you what the answer is.
The first part of the answer is those thresholds are annoying.
They're just extra baggage to deal with.
What we really like instead of c being a function of xw and t was we'd like c prime to be a function f prime of x and the weights.",at 22:28 which function is not continuous?
uXt8qF2Zzfo,"he following content is provided under a Creative Commons license.
Your support will help MIT OpenCourseWare continue to offer high-quality educational resources for free.
To make a donation or to view additional materials from hundreds of MIT courses, visit MIT OpenCourseWare at fsae@mit.edu.
PATRICK WINSTON: It was in 2010, yes, that's right.
It was in 2010.
We were having our annual discussion about what we would dump fro 6034 in order to make room for some other stuff.
And we almost killed off neural nets.
That might seem strange because our heads are stuffed with neurons.
If you open up your skull and pluck them all out, you don't think anymore.
So it would seem that neural nets would be a fundamental and unassailable topic.
But many of us felt that the neural models of the day weren't much in the way of faithful models of what actually goes on inside our heads.
And besides that, nobody had ever made a neural net that was worth a darn for doing anything.
So we almost killed it off.
But then we said, well, everybody would feel cheated if they take a course in artificial intelligence, don't learn anything about neural nets, and then they'll go off and invent them themselves.
And they'll waste all sorts of time.
So we kept the subject in.
Then two years later, Jeff Hinton from the University of Toronto stunned the world with some neural network he had done on recognizing and classifying pictures.
And he published a paper from which I am now going to show you a couple of examples.
Jeff's neural net, by the way, had 60 million parameters in it.
And its purpose was to determine which of 1,000 categories best characterized a picture.
So there it is.","4:46 The 'correct' categorization and all of the estimations are wrong? That's a lemur.
at 4:10 seems he misspoke about misclassified examples by Geoffrey Hinton's U Toronto NN. Appears the right answers (aka labels) are shaded red (second choice for the first two photos). Labels are set by the researcher for the training set - so they chose cherry instead of dalmatian in picture #3.
He got the classification errors wrong at 4:10 lol. E.g. the 'right' answer was supposed to be grille but the classifier classified it as a convertible. The image was poorly labelled."
vIFKGFl1Cn8,"We're going to see examples later on where, in fact, minimizing things where you minimize that distance is the right thing to do.
When we do machine learning, that is how you find what's called a classifier or a separator.
But actually here we're going to pick y, and the reason is important.
I'm trying to predict the dependent value, which is the y value, given an independent new x value.
And so the displacement, the uncertainty is, in fact, the vertical displacement.
And so I'm going to use y.
That displacement is the thing I'm going to measure as the distance.
How do I find this? I need an objective function that's going to tell me what is the closeness of the fit.
So here's how I'm going to do it.
I'm going to have some set of observed values.
Think of it as an array.
I've got some index into them, so the indices are giving me the x values.
And the observed values are the things I've actually measured.","Out of curiosity, at 19:01, what would trying to minimize the area of the triangle result in? as opposed to minimizing the distance y?"
vVspolIKPgc,"We'll- we'll get to that later.
But the idea is, so we're gonna use the same symbol just without even thinking about it, it's gonna represent both possibly a number, um, or a- a vector itself.
Um, now if we really want to say what the size is, we'll put a subscript.
So 0, if I write 0_3, right? Then that's the following vector.
It's the three vector with all entries 0.
That's the- that's the three vector.
Okay.
Um, uh, so we're gonna write it that way.
Um, now, there's another vector.
This- the 0 vector is absolutely standard throughout all of mathematics, um, and- and mathematical applications.
Um, now, the next vector that we're gonna en- encounter is something called the one vector or sometimes the ones vector because there are many entries in it.
Um, that's the ones vector.
And, uh, now that we are gonna distinguish a little bit and we're gonna use this bold one to represent that, right? So here- here, for example, is one, I'll try to make that bold, and this is the- the ones vector of size 2, and it's just a- a two vector with both entries equal to one, okay? So that's the ones vector.
Oh, I should add that, you know, whatever computer language you're using will have operations to create, for example, zero vectors and ones vectors and things like that.
So I'm not gonna go into that, but- and they'll be- they're may be different from our notation, but you'll see something like that.
For example, it would be ones of- of five and that would automatically give you a vect- a ones vector- five vector with all entries of one, okay? A unit vector, that's nothing that's gonna come up.",16:09 unit vector definition is missing/incorrect. A unit vector also has a magnitude of 1 such as [ 3/5 4/5 ]
wEKFGdo4Sck,"Because I've already argued to you that it's never optimal to.
I can check this.
It's not going to be optimal.
It's going to be more optimal to play some time over here.
But how far do I have to check? Well, maybe I have to check up to 7.
Does that work? Not quite.
So let's say I played here, and I played here, and I played here, and I played here, I actually can't play here, here, here, here, here.
I'm not allowed to play those.
I guess these should be O's.
I played there.
And I'm not allowed to play here, 1, 2, 3, 4, 5.
But I am allowed to play anywhere in here.
So I basically want to shrink this until these X's collide with each other.
Because then it's possible that an optimal solution would require me to pick these two and then require me to pick these two way over there.
So this is 10 things in the middle.
I only have to go up to, at most, 11.
It's 11.
Now, you can move any constant above 11 and get the same running time bound.
But that's my analysis.
OK, so we have our recursive relation.
And so what am I doing? I'm just looping over my choices of next day to play.
I'm rehearsing on this thing where I actually do play on that day.
But I'm remembering the information about what I'm allowed to play next by limiting, based on what my previous value was.
So that's the kind of key thing.
I'm remembering something further in advance-- or I'm remembering what happened in the past by describing it as a restriction of something in the future.
So this was a pretty difficult problem.
I think it was one of our first dynamic programming problems on that term.
It was probably a little ambitious.
AUDIENCE: Are you saying this recurrence goes up to 11? JASON KU: Yes, the recurrence goes up to 11, not 10, 11.",Can someone explain 36:26 to me
wEKFGdo4Sck,"Either I-- if I didn't match Ai, I may match Bj in the future.
So I only want to reduce Ai.
So xi plus 1, I leave everything else the same.
Assuming if i less than n, I don't want to move off the end of this thing, or x, i, j plus 1, ki, kj if j is less than n.
So those are my four choices.
If I match the letter n, great.
Otherwise, I decrease the size of my subproblem and I recurse.
So fun recursion, topological sort, these subproblems only depend on what? Larger i? Not quite.
Larger j? Not quite.
Changing k or-- these don't even change here.
So we're going to use depend on larger, I guess, strictly-- that's kind of an important thing, i plus j.
Because at least one of these two things is increasing.
And then the nice thing about that is it kind of tells us when we should stop.
We should stop when either i or j get to n.
We should know enough, at that point, to be able to determine if we succeeded or not, possibly.
So we have our base case.
What's the easy base case? When we succeeded.
When have we succeeded? If we have nothing left in A and B And we have nothing left in C.
I have nothing left to match.
So I have nn.
And I don't need a match anything else.
That's just going to be true.
All roads point to this subproblem to get to a true solution.
Otherwise, we have some false base cases.","1:04:22 I wonder why not x(i+1, j+1, k_i, k_j), in case we match neither of A[i] nor B[j]?"
wfr4XbR5VP8,"It doesn't hurt at all for the theorem that r1 and r2 are different.
And so there are two roots.
But ambiguity can be problematic.
And let me give you an illustration of that.
When there's ambiguity, I can do things like proving easily that 1 is equal to minus 1.
Here's the proof.
And I will let you contemplate that and try to figure out just where in this reasoning that step by step seems pretty reasonable, but nevertheless I've concluded that 1 is equal to minus 1, which is absurd.
It's taking advantage of the fact that you don't know whether the square root of minus 1 means i or minus i.
So the moral of all of this is that, first of all, be sure that you are applying the rules properly.
There's an assumption of an algebraic rule in there that isn't true.
And again, that kind of mindless calculation is risky when you don't really understand what you're doing, you don't have a clear memory of what the exact rules are.
So it's understanding that bails you out of this kind of blunder.
Let's look at 1 equals minus 1 a little because it lets us wrap up with an amusing remark.
What's terrible about 1 equals minus 1? Well, it's false, and you don't want to ever conclude something that's false.
That's worrisome.
It's disastrous when you conclude that something is false.
Let me give you an illustration of why.",Good afternon Professor. I guess that mathematically 1= -1 ( 4:55)?? The modules of |-3|=3. i didnt understand the point...
wr9gUr-eWdA,"All right, and so this would be your region R_p right now, right? And so then you can split it into these two other regions, right? Say R_1 and R_2.
And say that what you've achieved now is you have the 700 positive, 100 negatives on this side versus, uh, 200 positives and 0 negatives on this side, okay? Now, this seems like a pretty good split since you're getting out some more examples.
But what you can see is that, if you just drew the same thing again, right, R_p with 900 and 100, split split, and say in this case, instead, you've got 400 positives over here, 100 negatives, and 500 positives and 0 negatives.
So most people would argue that this bright decision boundary is better than the left one because you're basically isolating out even more positives in this case.
However, if you're just looking at your misclassification loss, it turns out that on this left one here, let's call this R_1 and R_2 versus this right one, Let's call this R_1 prime, R_2 prime, okay? So your loss of R_1 plus R_2, on this left case it's just 100 plus 0.","Why is the L(R_1) + L(R_2) = 100 + 0 at 14:50? I thought that p-hat-c is the proportion of examples in R that are of class C, not the actual number of examples in class C. Based on the misclassification loss definition L(R_1) + L(R_2) = (1 - 700/800) + (1 - 200/200) = 0.125 and L(R_1') + L(R_2') = (1 - 400/500) + (1 - 500/500) = 0.1."
wr9gUr-eWdA,"All right, so it's just 100.
And then on the right side here, it's actually still just the same, right? And in fact, if you'd look at the original loss of your parent it's also just 100, right? So you haven't really according to this loss metric changed anything at all.
And so that sort of brings up one problem with the misclassification loss is that, it's not really sensitive enough, okay? So like instead what we can do is we can define this cross-entropy loss, okay? So which we'll define as L_cross.
Let me just write this out here.
And so really what you're doing is you're just summing over the classes and it's the probability- that the proportion of elements in that class times the log of the proportion in that class.","He defines the classification loss as L(R) = 1 - max(p^c) (over all c in C classes) at 10:19. Next, he defines L(parent) -sum(L(children)) , initially stating that it needs to be minimized at 12:05 but later changing it to be maximized at 18:46. However, when comparing the two trees, he disregards the mentioned concepts and simply sums the values that will be misclassified for each child (100 + 0 for the first tree and 100 + 0 for the second) at 15:00. This approach of summing misclassified values without considering proportions is not accurate. Taking proportions into account according to L(R) = 1 - max(p^c), it turns out that the quantity to be maximized won't be the same for the two trees. For the first tree: L(R_1) + L(R_2) = (1 - 700/800) - (1 - 200/200) = 0.125. For the second tree: L(R_1') + L(R_2') = (1 - 400/500) + (1 - 500/500) = 0.1. The reason these values differ is because the quantity he defined as L(parent) - sum(L(children)) is incorrect. To have them both be the same value, the weighted average of the number of points in each should be taken. Thus we ditch misclassification loss and go for cross entropy."
wr9gUr-eWdA,"And so what I just did here is for any- this curve just represents for any p-hat c, what the cross entropy loss would look like.
Okay.
And so we can come back to this, for example, right? And if we look at this parent here right, this guy has a 10%, right? It's sort of like p-hat, p-hat for this guy is 0.1, it's 10% basically or, or I guess no, in this case, would be 0.9 sorry.
And then versus here, in these two cases, right, your p-hat, in this case, is 1 since you've got them all right, all right, and then, in this case, it's 0.8, okay? So you can sort of see since these are equal, there's the same number of examples in both of these, the p-hat of the parent is just the average of the p-hat's of the children.
Okay.
And so that's how we can sort of take this LR_parent, this LR_parent is just halfway, if we projected this down, all right.",Also please refer to 25:30 in this lecture. He calculates the p(hat) instead of the absolute loss.
wr9gUr-eWdA,"And so what is useful to define is a loss on a region, okay? So define your loss L on R, loss on R.
And so for now let's define our loss as something fairly obvious, is your misclassification loss.
It's how many examples in your region you get wrong.
And so assuming that you have, uh, given C classes total, you can define P hat c to be the proportion of examples in R that are of class c.","He defines the classification loss as L(R) = 1 - max(p^c) (over all c in C classes) at 10:19. Next, he defines L(parent) -sum(L(children)) , initially stating that it needs to be minimized at 12:05 but later changing it to be maximized at 18:46. However, when comparing the two trees, he disregards the mentioned concepts and simply sums the values that will be misclassified for each child (100 + 0 for the first tree and 100 + 0 for the second) at 15:00. This approach of summing misclassified values without considering proportions is not accurate. Taking proportions into account according to L(R) = 1 - max(p^c), it turns out that the quantity to be maximized won't be the same for the two trees. For the first tree: L(R_1) + L(R_2) = (1 - 700/800) - (1 - 200/200) = 0.125. For the second tree: L(R_1') + L(R_2') = (1 - 400/500) + (1 - 500/500) = 0.1. The reason these values differ is because the quantity he defined as L(parent) - sum(L(children)) is incorrect. To have them both be the same value, the weighted average of the number of points in each should be taken. Thus we ditch misclassification loss and go for cross entropy."
wr9gUr-eWdA,"And yeah, it turns out it doesn't really matter, which, um, which way you put it.
It just- basically, you're trying to either minimize the loss of the children or maximize the gain in information, basically.
[inaudible].
Yeah.
Let's see.
Yeah, you're right.
That should actually be a max.
Let me fix that really quick.
Because you start with your parent loss, and then you're subtracting out your children's loss, and so the amount left, let's see, the higher this loss is- yeah.
So you really want to maximize this guy.
Makes sense, everyone? Thanks for that.
Okay, so I've sort of given this like, hand-wavy- Oh, sure, what's up? [inaudible].
So that would be log-based.
The question is, for the cross-entropy loss, is it log base 2 or log base c? It's log base 2.
Okay, here, I can write that out.
Yep.
[inaudible].
Oh, sorry, I didn't quite hear that.
[inaudible].
Okay.
Um, so the question is can- uh, what is the proportion that are correct versus incorrect for these two examples we've worked through here? Um, and so, yeah- basically, what we're starting with is, we're starting with we have 900/100, 900 positives and 100 negatives.
All right, so you can imagine that if you just stopped at this point, right, you would just cla- classify everything as positive, right, and so you get 100 negatives incorrect.","He defines the classification loss as L(R) = 1 - max(p^c) (over all c in C classes) at 10:19. Next, he defines L(parent) -sum(L(children)) , initially stating that it needs to be minimized at 12:05 but later changing it to be maximized at 18:46. However, when comparing the two trees, he disregards the mentioned concepts and simply sums the values that will be misclassified for each child (100 + 0 for the first tree and 100 + 0 for the second) at 15:00. This approach of summing misclassified values without considering proportions is not accurate. Taking proportions into account according to L(R) = 1 - max(p^c), it turns out that the quantity to be maximized won't be the same for the two trees. For the first tree: L(R_1) + L(R_2) = (1 - 700/800) - (1 - 200/200) = 0.125. For the second tree: L(R_1') + L(R_2') = (1 - 400/500) + (1 - 500/500) = 0.1. The reason these values differ is because the quantity he defined as L(parent) - sum(L(children)) is incorrect. To have them both be the same value, the weighted average of the number of points in each should be taken. Thus we ditch misclassification loss and go for cross entropy."
wr9gUr-eWdA,"So really all you're trying to do is minimize this negative sum of losses of your children, okay? So let's move to the next board here.
[NOISE] So I started to find this misclassification loss.
Let's get a little bit into actually why misclassification loss isn't actually the right loss to use for this problem, so, okay? And so for a simple example, let's pretend- So I've sort of drawn out a tree like this, Let's pretend that instead we have another setup here where we're coming into a decision node.
And at this point we have 900 positives and 100 negatives, okay? So this is sort of a misclassification loss, of 100 in this case because you'd predict the most common class and end up with 100 misclassified examples.","He defines the classification loss as L(R) = 1 - max(p^c) (over all c in C classes) at 10:19. Next, he defines L(parent) -sum(L(children)) , initially stating that it needs to be minimized at 12:05 but later changing it to be maximized at 18:46. However, when comparing the two trees, he disregards the mentioned concepts and simply sums the values that will be misclassified for each child (100 + 0 for the first tree and 100 + 0 for the second) at 15:00. This approach of summing misclassified values without considering proportions is not accurate. Taking proportions into account according to L(R) = 1 - max(p^c), it turns out that the quantity to be maximized won't be the same for the two trees. For the first tree: L(R_1) + L(R_2) = (1 - 700/800) - (1 - 200/200) = 0.125. For the second tree: L(R_1') + L(R_2') = (1 - 400/500) + (1 - 500/500) = 0.1. The reason these values differ is because the quantity he defined as L(parent) - sum(L(children)) is incorrect. To have them both be the same value, the weighted average of the number of points in each should be taken. Thus we ditch misclassification loss and go for cross entropy."
x-Ik9YAFAPo,"It's like, you don't need to have a negation gadget.
So why not skip it? But there you go.
Now I'll just mention I'm not a fan of the word monotone here because here we have monotone to mean all positive or all negative.
Here we mean all positive.
Not ideal reuse of terminology.
I think that's why sometimes this is all positive 1-in-3SAT.
Anyway, it's a bit of a mess.
But that is the state of the literature.
So you get it all.
All right.
Here's another problem.
Monotone not-exactly-1 3SAT.
I should not have any suspense here.
This is NP.
OK? This is NP-complete.
This is also NP-complete.
But not-exactly-1 3SAT is polynomial.
So I think you know what it means.
A clause specifies that-- again, we take an and of clauses.
And we want zero, two, or three of three variables are true.
In other words, exactly one of them is false.
No.
I don't mean that.
Exactly one of them being false would be 1-in-3SAT again, just by negating everything, which we're allowed to do if we want to.
But this is different.
This is saying, it could be everything's false, or it could be one thing is false, or it could be zero things are false.
But not two things are false.
OK? This turns out to be polynomial.
And do I have-- oh.
There's one funny thing here, which is if all your clauses look like this, you can set all your variables to false.
So this is sort of a trivial problem.
But to make it more interesting, you can say x1 equals true, just to get you started.
So there's no trivial solution then and it still turns out this is easy.
Because if you think about this long enough, as I did yesterday, this will look something like-- if you have three variables, either they're all false-- then fine-- or if one of them is true, then you better have another one true.","Hello, there is an error in the transcript at 26:14. The transcript says ""This is NP"", however the professor is noting that the problem is in P, not in NP."
xFzvwTugIto,"But you can have variable n.
OK, thank you.
And then, asked in the chat, is task grouping considered a challenge? We see task grouping as a challenge in multi-task learning.
And I was reading a recent paper that comes up with a task grouping framework to deal with it.
Yeah, so different tasks may be more similar to one another.
Like, you could construct a task distribution that has medical images and natural images, for example.
And it may actually be helpful to learn a grouping of those tasks, if you find that your algorithm isn't finding common ground between those two sets of tasks.
And yeah, that's definitely a challenge that people have looked at, especially when you observe negative transfer between different sets of tasks.
Cool, and then one more question from [AUDIO OUT]..
What do we have, what to do if we have varying k for each task? Yeah, so you can also have varying k.","Thank you for the excellent content and for addressing the questions. In 49:05, aren't medical and natural images of different distributions? Any help to clarify the assumption that they are from i.i.d will be appreciated. Personally, they look further apart than sinusoidal and the rest of the periodic functions."
xGDUYQGvRac,"And then, how is this-- how are we going to stop the generation-- if the edge level RNN is going to output the end of sequence at step 1, we know that no edges are connected to the new node, and we are going to stop the generation.
So it's actually the edge level RNN, and that, we have decided will determine whether we stop generating the graph or not.
So let me give you now an example.
So that you see how all this fits together.
So this is what is going to happen under the training time.
For, let's say, a given training-- observed training graph.
We are starting with the start of sequence and a hidden state.
The node level RNN will add the node, and then, the edge level RNN will be asked, shall this node that has just been added, shall it link to the previous nodes? Yes or no.
It will update the probability.
And we are then going to flip a coin that will determine-- with this given bias that will determine whether the edge is added or not.
And then, and then, we'll take this and use it as an input-- as an initialization back to the node level RNN who's now going to add the second node, and this would be node number 3.
And then, the edge level RNN is going to tell us, will node 3 link to node 1, will node 3 link to node 2.
And again, it's outputting probabilities, we are flipping the coins, whatever is the output of that coin is the input to the next level RNN.
So here are the probabilities 0.6.
Perhaps you were lucky, the output was 1, so this is the input for the next state.
And then, after we have traversed with all the previous edges, we are going over all the previous nodes, we are again going to ask node RNN to generate a new node.","22:12 - ""whatever the output of that coin is the input to the next level"". Is it a mistake? As we are using teacher forcing we should use real values (edge exists/or not) as I anderstand."
xMWcIb6XGVA,"OK, so ADE-- if I had ADE, I could do B-- that seems OK, D seems bad-- F, or H.
So it would look like B, F, H.
OK, ADG.
A, D, G.
It looks like H is my only option.
ABCF.
A, B, C, F.
Looks like I could do E or I.
Finally.
Now the only question is whether I got the right number of states.
Let's assume I did.
So 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 -- which happens to be the right answer.",Mistake at 57:34. Should be ADEH.
z0lJ2k0sl1g,"But it's going to take some work to do that.
So this assumption requires assuming that the keys are random.
And this is what we would call an average case analysis.
You might think that average case analysis is necessary for randomized algorithms, but that's not true.
And we saw that last week with quicksort.
Quicksort, if you say I will always choose a of 1 to be my partition element, that's what the textbook calls basic quicksort, then for an average input that will do really well.
If you have a uniform random permutation of items and you sort with the method of always choosing the first item as your partition, then that will be n log n on average if your data is average.
But we saw we could avoid that assumption by choosing a random pivot.
If you choose a random pivot, then you don't need to assume anything about the input.
You just need to assume that the pivots are random.
So it's a big difference between assuming your inputs are random versus assuming your coin flips are random.","10:55 Correction, when he says a[1] he means to say a[0] which is the first element in the array."
z0lJ2k0sl1g,"So remember dot products are just the sum from i equals 0 to r minus 1 of a1 times ki.
I want to do all of that modulo m.
We'll worry about how long this takes to compute in a moment I guess.
Maybe very soon.
But the hash family h is just all of these ha's for all possible choices of a.
a was a key so it comes from the universe u.
And so what that means is to do universal hashing, I want to choose one of these ha's uniformly at random.
How do I do that? I just choose a uniformly at random.
Pretty easy.
It's one random value from one random key.
So that should take constant time and constant space to store one number.
In general we're in a world called the Word RAM model.
This is actually-- I guess m stands for model so I shouldn't write model.
Random access machine which you may have heard.
The word RAM assumes that in general we're manipulating integers.
And the integers fit in a word.
And the computational assumption is that manipulating a constant number of words and doing essentially any operation you want on constant number of words takes constant time.","Dear All, I just checked the CLRS book and also listened to this lecture. I think there is one step they did not elaborate: how can universal hashing be repeatable? after I map a particular key k-particular to a slot, if I look it up in the future, how do I get the ""a"" that was choosed randomly to do dot product with k-particular? ps. ""a"" here means : 569 00:35:40,680 --> 00:35:45,690 But the hash family h is just all of these ha's 570 00:35:45,690 --> 00:35:48,560 for all possible choices of a. 571 00:35:52,276 --> 00:35:56,860 a was a key so it comes from the universe u."
z0lJ2k0sl1g,"We'll rewrite it.
The probability is over a.
I'm choosing a uniformly at random.
I want another probability that that maps k and k' to the same slot.
So let me just write out the definition.
It's probability over a that the dot product of a and k is the same thing as when I do the dot product with k' mod m.
These two, that sum should come out the same, mod m.
So let me move this part over to this side because in both cases we have the same ai.
So I can group terms and say this is the probability-- probability sum over i equals 0 to r minus 1 of ai times ki minus ki prime equals 0.
Mod m.
OK, no pun intended.
Now we care about this digit d.
d is a place where we know that this is non-zero.
So let me separate out the terms for d and everything but d.
So this is the same as ability of, let's do the d term first, so we have ad times kd minus kd prime.
That's one term.
I'm going to write the summation of i not equal to d of ai ki minus ki prime.
These ones, some of them might be zero.
Some are not.
We're not going to worry about it.
It's enough to just isolate one term that is non-zero.
So this thing we know does not equal zero.
Cool.
Here's where I'm going to use a little bit of number theory.
I haven't yet used that m is prime.
I required m is prime because when you're working modulo m, you have multiplicative inverses.","44:12 those two sums only need to be equivalent modulo m, not equal. So I dont get your demonstration."
zM5MW5NKZJg,"Come back, go to this vertex, leave it.
And so, observe that, whenever you're making this drawing, you go to a vertex, and you leave it.
Every time you hit a vertex, you leave it.
Since there's the circuit, you just loop around, and every time you enter a vertex, you'll have to leave it.
What that means is that, even though this is not directed, if you drew out the actual path, you would see, the number of edges going into a vertex is equal the number of ones leaving, which means that every degree has to be even.
So if you go and look at this graph, which is that of lobes, this degree is not even.
Neither is this, neither is this, neither is this.
They're all 5, I think, yeah.
They're all 5, which means that this can never have an Euler circuit.
So a graph can only have an Euler circuit if it has even degrees for every vertex.
And the other way is also true.
If a graph has even degrees on every vertex, then it must have an Euler circuit.
That's not hard to prove, but there's a constructive algorithm you can use.
So, let's say, you're given this graph, for instance.
You would simply go to the graph, just start at some random node, and then go through, and keep following edges until you can no longer following edges.
So, let's say, you stop here.
Then, you pick another edge, and start, and so on.
And, then, you can splice these cycles together at some point.
So it's kind of a [INAUDIBLE] argument, but it should be sort of intuitive why you can construct another path, given an even degree.
You just perform searches.
You just create cycles, and you splice them together.
But, for now, just take it as fact that a graph is an Euler circuit, as in you can draw it without lifting your pen off, if, and only if, every vertex has even degree, so why is that interesting? So, let's say, we could add some edges to our tree and turn it into one of those nice graphs.","He makes 3 mistakes, just one is a major mistake and the mistake is in 19:17, if understood properly he said that euler circuit only has solution if and only if every vertex has even degree which is false. e.g: A house with an X in the middle [X]> the bottom vertex has 3 edges and the other two has 4 edges and the last one has 2 edges. And there is an euler circuit. Please check the theoream on wiki to verify."
zM5MW5NKZJg,"Realize that this is not a valid cycle, but this is a valid cycle.
So, now, we need to show that this is somehow bounded by a star G.
So how do you do that? Well, look at H star G.
What is H star G? H star G is just a cycle, which goes through the optimal cycle, which goes through all the vertices and comes back to the parent vertex.
So this is H star of G.
This is the optimal thing.
Now, you can take an edge, e, here, and delete it.
And then you'll get a spanning tree, because this is your optimal cycle.
Remove one edge, and you get a spanning tree.
So let's call that T dash.
Does that make sense, why that is a spanning tree? Because you had a cycle, and you remove one edge, so it touches all the vertices, and it's a tree.
So it's a spanning tree, but it's not the minimum spanning tree.
So you know that H star G, the cost of H star of G, is greater than equal to the cost of H star of G minus the edge we removed, is greater than equal to the cost of T.
Make sense? So you remove one edge, and then that is still greater than the minimum spanning tree.
So, now, combining this guy and this guy, you get cost of C dash is less than equal to 2 [INAUDIBLE]..
We know that cost of C is less than cost of H of G, so you get a 2-approximation.
So does that make sense? So that was a 2-approximation.
That was pretty straightforward, We just constructed a spanning tree.
You did a DFS traversal and removed duplicates, and you have a nice path.","Super great Video! Thanks Amartya Shankha Biswas! Btw, in around 11:40 when he derives the 2-approximation it should be C' and not C. C' is the solution derived by the approximation algorithm."
