,video_id,paragraph,questions
314,rmVRLeJRkl4,"So to start to make that a bit more concrete, this is what we're doing.
So we have a piece of text, we choose our center word which is here in two and then we say, well, if a model of predicting the probability of context words given the center word and this model, we'll come to in a minute, but it's defined in terms of our word vectors.
So let's see what probability it gives to the words that actually occurred in the context of this word.
It gives them some probability, but maybe it'd be nice if the probability it assigned was higher.
So then how can we change our word vectors to raise those probabilities? And so we'll do some calculations with into being the center word, and then we'll just go on to the next word and then we'll do the same kind of calculations, and keep on chunking.
So the big question then is, well what are we doing for working out the probability of a word occurring in the context of the center word? And so that's the central part of what we develop as the word2vec object.
So this is the overall model that we want to use.
So for each position in our corpus, our body of text, we want to predict context words within a window of fixed size M, given the center word WJ.
And we want to become good at doing that, so we want to give high probability to words that occur in the context.
And so what we're going to do is we're going to work out what's formerly the data likelihood as to how good a job we do at predicting words in the context of other words.
And so formally that likelihood is going to be defined in terms of our word vectors.
So they're the parameters of our model, and it's going to be calculated as taking the product of using each word as the center word, and then the product of each word and a window around that of the probability of predicting that context word in the center word.","""Isn't 'wt' the central word instead of 'wj' on slide 23?"""
315,rmVRLeJRkl4,"So when you want to collapse two vectors for the same work, did you usually take the average? Different people have done different things.
But the most common practice is after you've-- there's still a bit more I have to cover about running word2vec that we didn't really get through today.
So I still got a bit more work to do on Thursday, but once you've run your word2vec algorithm and you sort of your output is two vectors for each word and kind of when it's center and when its context, and so typically people just average those two vectors and say OK, that's the representation of the word croissant, and that's what appears in the sort of word vectors file, like the one I loaded.
Makes sense, thank you.
I think-- so my question is, if a word to have two different meanings or multiple different meanings, can we still represent it as the same single vector? Yes, that's a very good question.
And actually there is some content on that in Thursday's lecture, so I can say more about that.
But yeah, the first reaction is you kind of should be scared because something I've said nothing about at all is most words, especially short common words have lots of meanings.
So if you have a word like star, that can be astronomical object or it can be a film star, a Hollywood star, or it can be something like the gold stars that you got in elementary school.",Why would you average the two vectors together when it might be useful to maintain both vectors separately for different tasks that need to be completed?
316,sh3EPjhhd40,"ROFESSOR PATRICK WINSTON: You know, some of you who for instance-- I don't know, Sonya, Krishna, Shoshana-- some of you I can count on being here every time.
Some of you show up once in a while.
The ones of you who show up once in a while happen to be very lucky if you picked today, because what we're going to do today is I'm going to tell you stuff that might make a big difference in your whole life.
Because I'm going to tell you how you can make yourself smarter.
No kidding.
And I'm also going to tell you how you can package your ideas so you'll be the one that's picked instead of some other slug.
So that's what we're going to do today.
It's the most important lecture of the semester.
The sleep lecture is only the second most important.","What does ""sleep lecture"" mean?
To what is he referring when he mentions the ""sleep lecture""?"
317,soZv_KKax3E,"If we look at this-- and I'm looking just for the uniform distribution, but we'll see the same thing for all three-- it more or less doesn't matter.
Quite amazing, right? If you have a bigger population, you don't need more samples.
And it's really almost counterintuitive to think that you don't need any more samples to find out what's going to happen if you have a million people or 100 million people.
And that's why, when we look at, say, political polls, they're amazingly small.
They poll 1,000 people and claim they're representative of Massachusetts.
This is good news.
So to estimate the mean of a population, given a single sample, we choose a sample size based upon some estimate of skew in the population.","""Well, when he compares different distributions to population size, why does the uniform distribution at a sample size of 25 have a difference of approximately 7.5%, while in the next slide, it's about 25%?"""
318,soZv_KKax3E,"So here's what they look like.
Quite different, right? We've looked at uniform and we've looked at Gaussian before.
And here we see an exponential, which basically decays and will asymptote towards zero, never quite getting there.
But as you can see, it is certainly not very symmetric around the mean.
All right, so let's see what happens.
If we run the experiment on these three distributions, each of 100,000 point examples, and look at different sample sizes, we actually see that the difference between the standard deviation and the sample standard deviation of the population standard deviation is not the same.
We see, down here-- this looks kind of like what we saw before.
But the exponential one is really quite different.
You know, its worst case is up here at 25.
The normal is about 14.
So that's not too surprising, since our temperatures were kind of normally distributed when we looked at it.
And the uniform is, initially, much better an approximation.
And the reason for this has to do with a fundamental difference in these distributions, something called skew.
Skew is a measure of the asymmetry of a probability distribution.
And what we can see here is that skew actually matters.","""Well, when he compares different distributions with population size, why does the uniform distribution have a difference of more or less 7.5% at a sample size of 25, as shown in one slide, and about 25% in the next?"""
319,soZv_KKax3E,"Well, we can again run the experiment.
I did run the experiment.
I changed the sample size from 100 to 200.
And, again, you can run this if you want.
And if you run it, you'll get a result-- maybe not exactly this, but something very similar-- that, indeed, as I increase the size of the sample rather than the number of the samples, the standard deviation drops fairly dramatically, in this case from 0.94 0.66.
So that's a good thing.
I now want to digress a little bit before we come back to this and look at how you can visualize this-- Because this is a technique you'll want to use as you write papers and things like that-- is how do we visualize the variability of the data? And it's usually done with something called an error bar.","""Increase the size of the sample rather than the number of samples. What does he mean?"""
320,tKwnms5iRBU,"Either way, let's just suppose than an edge e-- I should mention, I guess I didn't say, this graph is undirected.
A minimum spanning tree doesn't quite make sense with directed graphs.
There are other versions of the problem but here, the graph is undirected.
So probably, I should write this as a unordered set, u, v.
And there are possibly many minimum spanning trees.
There could be many solutions with the same weight.
For example, if all of these edges have weight 1, all of these trees are actually minimum.
If all the edges have weight 1, every spanning tree is minimum, because every spanning tree has exactly n minus 1 edges.
But let's suppose we know an edge that's guaranteed to be in some minimum spanning tree, at least one.
What I would like to do is take this, so let me draw a picture.
I have a graph.
We've identified some edge in the graph, e, that lives in some minimum spanning tree.
I'm going to draw some kind of tree structure here.
OK.
The wiggly lines are the tree.
There are some other edges in here, which I don't want to draw too many of them because it's ugly.
Those are other edges in the graph.
Who knows where they are? They could be all sorts of things.
OK? But I've highlighted the graph in a particular way.
Because the minimum spanning tree is a tree, if I delete e from the tree, then I get two components.
Every edge I remove-- I'm minimally connected.
So if I delete an edge, I disconnect into two parts, so I've drawn that as the left circle and the right circle.
It's just a general way to think about a tree.
Now there are other unused edges in this picture, who knows where they live? OK? What I would like to do is somehow simplify this graph and get a smaller problem, say a graph with fewer edges.
Any suggestions on how to do that? I don't actually know where all these white edges are, but what I'd like to do is-- I'm supposing I know where e is, and that's an edge in my minimum spanning tree.
So how could I get rid of it? Yeah.
AUDIENCE: Find the minimum weight spanning tree of the two edges.","""In the example provided, are the two sets of vertices supposed to be connected in the spanning tree by paths that do not include edge e?"""
321,tKwnms5iRBU,"In fact, the minimum spanning tree, T star, has to connect vertex u to vertex v, somehow.
It doesn't use e, but there's got to be-- it's a tree, so in fact, there has to be a unique path from u to v in the minimum spanning tree.
And now u is in S, v is not in S.
So if you look at that path, for a while, you might stay in S, but eventually you have to leave S, which means there has to be an edge like this one, which I'll call it e prime, which transitions from S to V minus S.
So there must be an edge e prime in the minimum spanning tree that crosses the cut, because u and v are connected by a path and that path starts in S, ends not in S, so it's got to transition at least once.
It might transition many times, but there has to be at least one such edge.
And now what I'm going to do is cut and paste.
I'm going to remove e prime and add an e instead.
So I'm going to look at T star minus e prime plus e.
I claim that is a minimum spanning tree.
First I want to claim, this is maybe the more annoying part, that it is a spanning tree.
This is more of a graph theory thing.
I guess one comforting thing is that you've preserved the number of edges, so it should still be if you get one property, you get the other, because I remove one edge, add in one edge, I'm still going to have n minus 1 edges.","I believe Professor Demaine made a slight error relevant to your question in his proof that every edge of least weight crossing a cut in an (undirected) graph is part of a minimum spanning tree of that graph. He previously discussed how, in a possibly different minimum spanning tree, T*, there exists a unique path from vertex u to vertex v that must also cross the cut. However, he did not apply this lemma in his proof. In his argument, he stated that we could select any edge e' in T* that crosses the cut. I think he intended to specify that e' should also be one of the edges on the unique path from u to v within T*. By doing so, removing e' would disconnect the subgraphs containing u and v, and then adding edge e would reconnect them without forming a cycle."
322,tKwnms5iRBU,"There's no point in keeping the higher weight one, so I'm just going to throw away the higher weight one.
Take them in.
So this is a particular form of edge contraction and graphs.
And I claim it's a good thing to do, in the sense that if I can find a minimum spanning tree in this new graph-- this is usually called a G slash e, slash instead of negative, to remove e.","""Doesn't the picture suggest that the graph is cyclic? However, spanning trees are acyclic. It seems like a case of a poor example, or am I overlooking something?"""
323,tKwnms5iRBU,"We assumed that e is in there.
So I'm basically removing, I'm just deleting that edge, maybe I should call it minus e.
Then that should be a spanning tree of G slash e.
So when I contract the edge in the graph, if I throw away the edge from this spanning tree, I should still have a spanning tree, and I don't know whether it's minimum.
Probably, it is, but we won't prove that right now.
I claim it's still a spanning tree.
What would that take? It still hits all the vertices, because if I removed the edge, things would not be connected together.
But this edge was in the spanning tree, and then I fused those two vertices together, so whatever spanning-- I mean, whatever was connected before is still connected.","""Isn't it true that T* was divided into two subtrees because he deleted the edge instead of merging it? Can we then say that the two trees together form a spanning tree?"""
324,tOsdeaYDCMk,"Now I just play a nice trick to get these 2 exponents to look alike.
I say that the depth of s is less than or equal to the max of the depth of s and the depth of t, and likewise for the depth of t.
So in both of those terms here, I can replace the exponent or replace the depth of s by the max of depth s and t, and likewise here.
Now I've got the same term twice, so I can say that it's simply twice the max depth.
And of course, that is equal to, by definition of the depth of r, twice 2 to the depth of r, which is of course 2 to the depth of r plus 1.","He stated that max(d(s), d(t)) + 1 equals d(r), but previously he claimed it was max(1 + d(s), d(t)). These two expressions are not necessarily equivalent; am I overlooking something?"
325,tOsdeaYDCMk,"This is a somewhat interesting one.
Let's define the depth of a string as follows, and the idea is it's how deeply nested are the successive pairs of left and right brackets.
Well, the depth of the empty string is 0.
You got to start somewhere, and it's got no brackets, we'll call it depth 0.
Now, what about the depth of the constructor putting brackets around s and then following it by t? Well, putting brackets around s gives you a string that's 1 deeper than s is, and then you follow it by t, and it's as deep as t is.
So the result is that the depth of the constructor is a string which is a number which is equal to 1 plus the depth of s and the depth of t, whichever is larger.
The max of 1 plus depth of s and depth of t, and that's our recursive definition of depth.
Let's look at maybe another even more familiar example of recursive definition.
Let's define the nth power of an integer or real number k.
The zeroth power k is defined to be 1, and the n plus first power of k is defined to be k times the nth power of k, and this would be an executable definition of the exponentiation function in a lot of programming languages.
And my point here is that this familiar definition, recursive definition on a nonnegative integer n, is in fact a structural induction using the fact that the nonnegative integers can be defined recursively as follows.
0 is a nonnegative integer, and if n is a nonnegative integer, then n plus 1 is a nonnegative integer.","He stated that max(d(s), d(t)) + 1 equals d(r), but previously he claimed it was max(1 + d(s), d(t)). These two expressions are not necessarily equivalent; am I overlooking something?"
326,tkJd2B98hII,"Why? This is basically the Rademacher complexity of the hypothesis class h, but not the family of losses, right? Before we were talking about a hypothesis class of the family of losses.
And now you're talking about exactly the Rademacher complexity of the hypothesis class h.
So basically, this is saying that for binary-- I think I'm missing something.
I'm missing 1/2 here.
Where did the 1/2 go? Yeah, I think I lost the 1/2.
Sorry.
I think I lost-- oh, I have the 1/2 in the notes.
It's just I forgot to copy it.
So 1/2.
So basically, it's the 1/2 times the Rademacher complexity.
So what we achieved is that the Rademacher complexity of f in this special case of binary classification and 0, 1 loss is equal to 1/2 times the Rademacher complexity of the hypothesis class.
So that's a slightly simpler way of thinking about this.
Because what's this? This is basically saying that how well h can memorize the random label.
You can think of sigma 1 up to sigma n as random label.
And R and h is big when you can-- there exist an h in the capital H such that h of xi is equals to sigma i.
This is the best situation, right? This has the strongest correlation.
So basically, if you can memorize all the random label with some hypothesis, hypothesis class, that means your Rademacher complexity is the biggest.
And that gives you the worst generalization bound.
And vice versa, if you cannot memorize, then you get better generalization bound.
Right.
OK.
I have a question [INAUDIBLE].
So [INAUDIBLE] yi [INAUDIBLE].
But [INAUDIBLE]? I see.","""When the professor mentioned that R_n(H) describes 'how well H can memorize random labels,' what exactly does 'memorize' mean in this context? I'm still somewhat confused."""
327,tutlI9YzJ2g,"And in practice, uh, this means it requires tuning the learning rate.
And this SGD idea is kind of a common core idea that then many other, um, optimizers, uh, improve on, like ada- adagrad, adadelta, M RMSprop and so on.
Essentially, all use this core idea of selecting the subsets of the- subset of data, evaluating the gradient over it and making the steps.
Now- now the details, uh, vary in terms of what data points you select, how big of a step you make, how do you decide on the step size, um, and so on and so forth.
But essentially, this minibatch stochastic gradient descent is the core of, um, optimization in deep learning.
So now that we have discussed the objective function, we discussed the notion of a minibatch, we discussed the notion of a stochastic gradient descent, now, we need to, uh, talk about how is- is this actually done? How are these, um, gradients, uh, computed, evaluated, right.
Because in the old days, pre-deep learning, you actually had to write down the model with the set of equations and then you have to do by hand computed these gradients essentially, you know, like we did it in high school, uh, many of you are computing the gradients by hand- by hand on the whiteboard.","Why is the notation for the Jacobian ""W W^T""? Doesn't ""W^T"" usually stand for the transpose of W?"
328,tutlI9YzJ2g,"And now I want to evaluate f, uh, with respect to the loss.
So we have this kind of, uh, nesting or chaining of functions.
And if I wanna do back-propagation now, back-propagation means I have to now compute the derivative, the gradient, and I wanna work backward.
So what does this means is that if these are my model parameters, I start from the loss and compute gradients backwards.
So I would start with a loss, for example, and I'm interested to compute the gradient of the loss, uh, with respect to W2.
Then I have to go from the loss, compute- take the derivative with respect to f, and then I have to take, uh, f and take a derivative with respect to W2, right? So I went from lost to f to W, uh,2.
While, for example, to compute the derivative of the loss, uh, with the- with respect to W_1, I have to take the- the loss compute f of the derivative with respect to f.
Take f compute the derivative with respect to W_2, and then kind of take the result of that W_2, take a derivative, uh, with respect to, uh, W_1.
And you can see kind of how I'm working backwards and how, uh, as I go deeper into the network, I can kind of re-use, uh, uh, previous computations.
And this is why this is called a back-propagation because I kind of- kind of, uh, working backwards, um, uh, from the output all the way towards the, uh- the input.","""On slide 24, when we compute the derivative of the loss with respect to W_1 (as shown in the bottom right formula), shouldn't the W_2 terms in the formula be replaced by the function h?"""
329,tw6cmL5STuY,"So now you've gone from, um, I guess n parameters to just one parameter, right? Uh, and this means that you are constraining the covariance matrix to- you are constraining the Gaussian you use to have circular contours.
So this is an example where you can model.
Uh, and this would be another example, right? And this is- I guess this is another example, okay? So you can model things like this, where every feature, not only is every feature uncorrelated but every feature further has the same variance as every other feature.
Um, and the maximum likelihood is this, okay? And again, not, not, not a huge surprise, just the average over, uh, the previous values.
So what we'd like to do is, um, not quite use either of these options, right? Which assumes- really, the biggest problem is it assumes the features are uncorrelated.
Um, and what I'd like to do is build the model that you can fit even when you have very high dimensional data and a relatively small number of examples, um, but that allows you to capture some of the correlations, right? So if you have 30 temperature sensors in this room, you know, probably there are some correlations, right? Probably, this side of the room temperature is gonna be correlated, and that side of the room temperature is gonna be correlated and maybe the ambient temperature in this whole building.
The, the temperature of this room really goes up and down as a whole, but maybe some of the lamps on the side heat up that side of the room a bit more, so different, the different.
There are correlations but maybe you don't need a full covariance matrix either.
So what [NOISE], what factor analysis will do is, um, give us a model that you can fit even when you have, you know, [NOISE] 100 dimensional data and 30 examples.
They capture some of the correlations but that doesn't run into the a, a- uninvertible, um, covariance matrixes is that the naive Gaussian model does, okay? All right.
So let me- just check any- let me, let me describe the model, let me just check, any questions before I move on? Okay.","""Is this related to singular value decomposition?"""
330,uK5yvoXnkSk,"You'll notice it will always be the case that the leftmost leaf of this tree has got all the possible items in it, and the rightmost leaf none.
And then I just check which of these leaves meets the constraint and what are the values.
And if I compute the value and the calories in each one, and if our constraint was 750 calories, then I get to choose the winner, which is-- I guess, it's the pizza and the burger.
Is that right? The most value under 750.
That's the way I go through.
It's quite a straightforward algorithm.
And I don't know why we draw our trees with the root at the top and the leaves at the bottom.
My only conjecture is computer scientists don't spend enough time outdoors.","Should the better option be a beer and burger combo valued at 140 with fewer than 750 calories, instead of choosing a pizza and burger combo valued at 80?"
331,uXt8qF2Zzfo,"And these will tell us how much improvement we're getting by making a little movement in those directions, right? How much a change is given that we're just going right along the axis.
So maybe what we ought to do is if this guy is much bigger than this guy, it would suggest we mostly want to move in this direction, or to put it in 1801 terms, what we're going to do is we're going to follow the gradient.
And so the change in the w vector is going to equal to this partial derivative times i plus this partial derivative times j.
So what we're going to end up doing in this particular case by following that formula is moving off in that direction right up to the steepest part of the hill.
And how much we move is a question.
So let's just have a rate constant R that decides how big our step is going to be.
And now you think we were done.
Well, too bad for our side.
We're not done.
There's a reason why we can't use-- create ascent, or in the case that I've drawn our gradient, descent if we take the performance function the other way.","Hello Sobhy, it appears you are quite knowledgeable about neural networks. I have a question regarding backpropagation. I understand that we aim to minimize our error function, and to do so, we calculate the partial derivatives of the weights W_1, ..., W_n. My question is, how do we apply stochastic gradient descent to determine the optimal weights? Is it similar to the method you described previously?
Thank you for uploading such an awesome lecture. However, there is one point I didn't understand: Could anyone please explain what 'i' and 'j' represent in the function used to calculate the delta of the weights? Did I miss the part where the professor explained their origin?"
332,uXt8qF2Zzfo,"And we need to look at the picture.
And the reason I turned this guy around was actually because from a point of view of letting the math sing to us, this piece here is the same as this piece here.
So part of what we needed to do to calculate the partial derivative with respect to w1 has already been done when we calculated the partial derivative with respect to w2.
And not only that, if we calculated the partial wit respect to these green w's at both levels, what we would discover is that sort of repetition occurs over and over again.
And now, I'm going to try to give you an intuitive idea of what's going on here rather than just write down the math and salute it.
And here's a way to think about it from an intuitive point of view.
Whatever happens to this performance function that's back of these p's here, the stuff over there can influence p only by going through, and influence performance only going through this column of p's.
And there's a fixed number of those.
So it depends on the width, not the depth of the network.
So the influence of that stuff back there on p is going to end up going through these guys.
And it's going to end up being so that we're going to discover that a lot of what we need to compute in one column has already been computed in the column on the right.
So it isn't going to explode exponentially, because the influence-- let me say it one more time.
The influences of changes of changes in p on the performance is all we care about when we come back to this part of the network, because this stuff cannot influence the performance except by going through this column of p's.","""Dynamic programming employs a similar concept to prevent exponential blowup. Perhaps backpropagation could also be considered a form of dynamic programming."""
333,uXt8qF2Zzfo,"No, the output is z.
So it's z time 1 minus e.
So whenever we see the derivative of one of these sigmoids with respect to its input, we can just write the output times one minus alpha, and we've got it.
So that's why it's mathematically convenient.
It's mathematically convenient because when we do this differentiation, we get a very simple expression in terms of the output.
We get a very simple expression.
That's all we really need.
So would you like to see a demonstration? It's a demonstration of the world's smallest neural net in action.
Where is neural nets? Here we go.
So there's our neural net.
And what we're going to do is we're going to train it to do absolutely nothing.",Why is it z(1-z) instead of P2(1-P2)?
334,uXt8qF2Zzfo,"So it's not going to blow up exponentially.
We're going to be able to reuse a lot of the computation.
So it's the reuse principle.
Have we ever seen the reuse principle at work before.
Not exactly.
But you remember that little business about the extended list? We know that we've seen-- we know we've seen something before.
So we can stop computing.
It's like that.
We're going to be able to reuse the computation.
We've already done it to prevent an exponential blowup.
By the way, for those of you who know about fast Fourier transform-- same kind of idea-- reuse of partial results.
So in the end, what can we say about this stuff? In the end, what we can say is that it's linear in depth.","""Dynamic programming uses a similar concept to avoid exponential blowup, and perhaps backpropagation could also be considered a form of dynamic programming."""
335,uXt8qF2Zzfo,"So that's going like a zipper down that string of variables expanding each by using the chain rule until we got to the end.
So there are some expressions that provide those partial derivatives.
But now, if you'll forgive me, it was convenient to write them out that way.
That matched the intuition in my head.
But I'm just going to turn them around.
It's just a product.
I'm just going to turn them around.
So partial p2, partial w2, times partial of z, partial p2, times the partial of p with respect to z-- same thing.
And now, this one.
Keep me on track, because if there's a mutation here, it will be fatal.
Partial of p1-- partial of w1, partial of y, partial p1, partial of p2, partial of y, partial of z.",Why did the 'y' change to a partial 'y'?
336,uXt8qF2Zzfo,"So we can test the other way like so.
And we can see that the desired output is pretty close to the actual output in that case too.
And it took 694 iterations to get that done.
Let's try it again.
To 823-- of course, this is all a consequence of just starting off with random weights.
By the way, if you started with all the weights being the same, what would happen? Nothing because it would always stay the same.
So you've got to put some randomization in in the beginning.
So it took a long time.
Maybe the problem is our rate constant is too small.
So let's crank up the rate counts a little bit and see what happens.
That was pretty fast.
Let's see if it was a consequence of random chance.
Run.
No, it's pretty fast there-- 57 iterations-- third try-- 67.
So it looks like at my initial rate constant was too small.
So if 0.5 was not as good as 5.0, why don't we crank it up to 50 and see what happens.
Oh, in this case, 124-- let's try it again.
Ah, in this case 117-- so it's actually gotten worse.
And not only has it gotten worse.
You'll see there's a little a bit of instability showing up as it courses along its way toward a solution.","""Starting off with equal weights does not necessarily mean they will remain unchanged. If the neurons were in the same layer, it might be the case, but here they are not. Am I overlooking something?"""
337,uXt8qF2Zzfo,"So we got rid of it.
Now, we're a situation where we can actually take those partial derivatives, and see if it gives us a way of training the neural net so as to bring the actual output into alignment with what we desire.
So to deal with that, we're going to have to work with the world's simplest neural net.
Now, if we've got one neuron, it's not a net.
But if we've got two-word neurons, we've got a net.
And it turns out that's the world's simplest neuron.
So we're going to look at it-- not 60 million parameters, but just a few, actually, just two parameters.
So let's draw it out.
We've got input x.
That goes into a multiplier.
And it gets multiplied times w1.
And that goes into a sigmoid box like so.
We'll call this p1, by the way, product number one.
Out here comes y.
Y gets multiplied times another weight.
We'll call that w2.
The neck produces another product which we'll call p2.
And that goes into a sigmoid box.
And then that comes out as z.
And z is the number that we use to determine how well we're doing.
And our performance function p is going to be one half minus one half, because I like things are going in a direction, times the difference between the desired output and the actual output squared.","Why did he divide by 2? Is it because of the two neurons?
""Does anyone know the origin of the 1/2 in this context?""
What do we call the diagram shown here?"
338,uXt8qF2Zzfo,"Think about it.
If this is t, and this is minus 1, then this is minus t.
And so this thing ought to fire if everything's over-- if the sum is over 0.
So it makes sense.
And it gets rid of the threshold thing for us.
So now we can just think about weights.
But still, we've got that step function there.
And that's not good.
So what we're going to do is we're going to smooth that guy out.
So this is trick number two.
Instead of a step function, we're going to have this thing we lovingly call a sigmoid function, because it's kind of from an s-type shape.
And the function we're going to use is this one-- one, well, better make it a little bit different-- 1 over 1 plus e to the minus whatever the input is.
Let's call the input alpha.
Does that makes sense? Is alpha is 0, then it's 1 over 1 plus 1 plus one half.
If alpha is extremely big, then even the minus alpha is extremely small.
And it becomes one.
It goes up to an asymptotic value of one here.
On the other hand, if alpha is extremely negative, than the minus alpha is extremely positive.
And it goes to 0 asymptotically.
So we got the right look to that function.
It's a very convenient function.
Did God say that neurons ought to be-- that threshold ought to work like that? No, God didn't say so.
Who said so? The math says so.
It has the right shape and look and the math.
And it turns out to have the right math, as you'll see in a moment.
So let's see.
Where are we? We decided that what we'd like to do is take these partial derivatives.
We know that it was awkward to have those thresholds.
So we got rid of them.
And we noted that it was impossible to have the step function.","Shouldn't the input definitely be +1?
Why did he choose to smooth out the step function?"
339,uXt8qF2Zzfo,"Why can't we use it? AUDIENCE: Local maxima.
PATRICK WINSTON: The remark is local maxima.
And that is certainly true.
But it's not our first obstacle.
Why doesn't gradient ascent work? AUDIENCE: So you're using a step function.
PATRICK WINSTON: Ah, there's something wrong with our function.
That's right.
It's non-linear, but rather, it's discontinuous.
So gradient ascent requires a continuous space, continuous surface.
So too bad our side.
It isn't.
So what to do? Well, nobody knew what to do for 25 years.
People were screwing around with training neural nets for 25 years before Paul Werbos sadly at Harvard in 1974 gave us the answer.
And now I want to tell you what the answer is.
The first part of the answer is those thresholds are annoying.
They're just extra baggage to deal with.
What we really like instead of c being a function of xw and t was we'd like c prime to be a function f prime of x and the weights.","""At which point is the function not continuous?"""
340,vIFKGFl1Cn8,"We're going to see examples later on where, in fact, minimizing things where you minimize that distance is the right thing to do.
When we do machine learning, that is how you find what's called a classifier or a separator.
But actually here we're going to pick y, and the reason is important.
I'm trying to predict the dependent value, which is the y value, given an independent new x value.
And so the displacement, the uncertainty is, in fact, the vertical displacement.
And so I'm going to use y.
That displacement is the thing I'm going to measure as the distance.
How do I find this? I need an objective function that's going to tell me what is the closeness of the fit.
So here's how I'm going to do it.
I'm going to have some set of observed values.
Think of it as an array.
I've got some index into them, so the indices are giving me the x values.
And the observed values are the things I've actually measured.","Out of curiosity, what would be the result of trying to minimize the area of the triangle as opposed to minimizing the distance y?"
341,wEKFGdo4Sck,"Because I've already argued to you that it's never optimal to.
I can check this.
It's not going to be optimal.
It's going to be more optimal to play some time over here.
But how far do I have to check? Well, maybe I have to check up to 7.
Does that work? Not quite.
So let's say I played here, and I played here, and I played here, and I played here, I actually can't play here, here, here, here, here.
I'm not allowed to play those.
I guess these should be O's.
I played there.
And I'm not allowed to play here, 1, 2, 3, 4, 5.
But I am allowed to play anywhere in here.
So I basically want to shrink this until these X's collide with each other.
Because then it's possible that an optimal solution would require me to pick these two and then require me to pick these two way over there.
So this is 10 things in the middle.
I only have to go up to, at most, 11.
It's 11.
Now, you can move any constant above 11 and get the same running time bound.
But that's my analysis.
OK, so we have our recursive relation.
And so what am I doing? I'm just looping over my choices of next day to play.
I'm rehearsing on this thing where I actually do play on that day.
But I'm remembering the information about what I'm allowed to play next by limiting, based on what my previous value was.
So that's the kind of key thing.
I'm remembering something further in advance-- or I'm remembering what happened in the past by describing it as a restriction of something in the future.
So this was a pretty difficult problem.
I think it was one of our first dynamic programming problems on that term.
It was probably a little ambitious.
AUDIENCE: Are you saying this recurrence goes up to 11? JASON KU: Yes, the recurrence goes up to 11, not 10, 11.",Could someone explain this to me?
342,wEKFGdo4Sck,"Either I-- if I didn't match Ai, I may match Bj in the future.
So I only want to reduce Ai.
So xi plus 1, I leave everything else the same.
Assuming if i less than n, I don't want to move off the end of this thing, or x, i, j plus 1, ki, kj if j is less than n.
So those are my four choices.
If I match the letter n, great.
Otherwise, I decrease the size of my subproblem and I recurse.
So fun recursion, topological sort, these subproblems only depend on what? Larger i? Not quite.
Larger j? Not quite.
Changing k or-- these don't even change here.
So we're going to use depend on larger, I guess, strictly-- that's kind of an important thing, i plus j.
Because at least one of these two things is increasing.
And then the nice thing about that is it kind of tells us when we should stop.
We should stop when either i or j get to n.
We should know enough, at that point, to be able to determine if we succeeded or not, possibly.
So we have our base case.
What's the easy base case? When we succeeded.
When have we succeeded? If we have nothing left in A and B And we have nothing left in C.
I have nothing left to match.
So I have nn.
And I don't need a match anything else.
That's just going to be true.
All roads point to this subproblem to get to a true solution.
Otherwise, we have some false base cases.","""I wonder why we don't use x(i+1, j+1, k_i, k_j) in the case where neither A[i] nor B[j] matches?"""
343,wfr4XbR5VP8,"It doesn't hurt at all for the theorem that r1 and r2 are different.
And so there are two roots.
But ambiguity can be problematic.
And let me give you an illustration of that.
When there's ambiguity, I can do things like proving easily that 1 is equal to minus 1.
Here's the proof.
And I will let you contemplate that and try to figure out just where in this reasoning that step by step seems pretty reasonable, but nevertheless I've concluded that 1 is equal to minus 1, which is absurd.
It's taking advantage of the fact that you don't know whether the square root of minus 1 means i or minus i.
So the moral of all of this is that, first of all, be sure that you are applying the rules properly.
There's an assumption of an algebraic rule in there that isn't true.
And again, that kind of mindless calculation is risky when you don't really understand what you're doing, you don't have a clear memory of what the exact rules are.
So it's understanding that bails you out of this kind of blunder.
Let's look at 1 equals minus 1 a little because it lets us wrap up with an amusing remark.
What's terrible about 1 equals minus 1? Well, it's false, and you don't want to ever conclude something that's false.
That's worrisome.
It's disastrous when you conclude that something is false.
Let me give you an illustration of why.","""Good afternoon, Professor. I am guessing that mathematically, 1 equals -1; is that correct? The modulus of |-3| equals 3. I didn't understand the point..."""
344,wr9gUr-eWdA,"All right, and so this would be your region R_p right now, right? And so then you can split it into these two other regions, right? Say R_1 and R_2.
And say that what you've achieved now is you have the 700 positive, 100 negatives on this side versus, uh, 200 positives and 0 negatives on this side, okay? Now, this seems like a pretty good split since you're getting out some more examples.
But what you can see is that, if you just drew the same thing again, right, R_p with 900 and 100, split split, and say in this case, instead, you've got 400 positives over here, 100 negatives, and 500 positives and 0 negatives.
So most people would argue that this bright decision boundary is better than the left one because you're basically isolating out even more positives in this case.
However, if you're just looking at your misclassification loss, it turns out that on this left one here, let's call this R_1 and R_2 versus this right one, Let's call this R_1 prime, R_2 prime, okay? So your loss of R_1 plus R_2, on this left case it's just 100 plus 0.","Why is it that L(R_1) + L(R_2) equals 100 + 0? I was under the impression that p-hat-c represents the proportion of examples in R that belong to class C, rather than the actual count of examples in class C. According to the definition of misclassification loss, L(R_1) + L(R_2) should be calculated as (1 - 700/800) + (1 - 200/200), which equals 0.125, and L(R_1') + L(R_2') should be (1 - 400/500) + (1 - 500/500), resulting in 0.1."
